0.000000000000000000e+00 1.378527546735515754e-06 2.854724034097513507e-06 4.465864388853250041e-06 6.248478066792056516e-06 8.237301942350949837e-06 1.046407911304342425e-05 1.295620111237355968e-05 1.573520826592705082e-05 1.881518342686097224e-05 2.220109760430072647e-05 2.588719109055631320e-05 2.985549897171876552e-05 3.407465290610611893e-05 3.849910839175721785e-05 4.306895419729875216e-05 4.771045348751214529e-05 5.233743991578272681e-05 5.685364330263816853e-05 6.115594776793441224e-05 6.513849356992574657e-05 6.869743059425968039e-05 7.173602961079437231e-05 7.416977396564962725e-05 7.593100701433393987e-05 7.697271375609323154e-05 7.727107559346125881e-05 7.682655094035322049e-05 7.566338625049890787e-05 7.382762802623307893e-05 7.138385934547522235e-05 6.841100045075360352e-05 6.499757659027964628e-05 6.123686346697713979e-05 5.722227794650970925e-05 5.304330331353528550e-05 4.878214182891944638e-05 4.451118927927847708e-05 4.029133956871257613e-05 3.617106012620535508e-05 3.218613403034763844e-05 2.835994141825981237e-05 2.470414754836384601e-05 2.121967323089364176e-05 1.789784048519432903e-05 1.472160802831111743e-05 1.166683422562009990e-05 8.703527081456223865e-06 5.797060225595573402e-06 2.909349863457072923e-06 0.000000000000000000e+00
1.378527546735515754e-06 2.089767565627855403e-06 3.447667059268457861e-06 5.085519228148084790e-06 6.948164390849344948e-06 9.045837385640521496e-06 1.140179611524979195e-05 1.403994154889928088e-05 1.698012301862916477e-05 2.023537322026394404e-05 2.380974834926728127e-05 2.769644392124682883e-05 3.187615106272370874e-05 3.631573083656678861e-05 4.096733712635667978e-05 4.576814305951919329e-05 5.064082843887142725e-05 5.549496514699548750e-05 6.022939132157022245e-05 6.473559206073231870e-05 6.890200702916346410e-05 7.261907155573853829e-05 7.578468172569380486e-05 7.830967483967673267e-05 8.012285586798535936e-05 8.117509683870139953e-05 8.144209961364107697e-05 8.092554019430843557e-05 7.965248691654075398e-05 7.767317647481480956e-05 7.505740709729551337e-05 7.188993812621965400e-05 6.826535195274729875e-05 6.428283449239420480e-05 6.004127411830843868e-05 5.563498467423395833e-05 5.115024713284241890e-05 4.666275578867925519e-05 4.223596259724869386e-05 3.792024539441293622e-05 3.375278504099053192e-05 2.975802258222743122e-05 2.594857958617943070e-05 2.232656706386446519e-05 1.888530184567110767e-05 1.561167043582996732e-05 1.249001068381660811e-05 9.510613731002940887e-06 6.696072786701300399e-06 4.219513321110341651e-06 2.972586992554149665e-06
2.854724034097513507e-06 3.447667059268457438e-06 4.661946950311215628e-06 6.286415649860518538e-06 8.220493227168267753e-06 1.044309674474283525e-05 1.296169254268901321e-05 1.579181810996048844e-05 1.894830083322077011e-05 2.244061963862833603e-05 2.626984904002262642e-05 3.042631369299513970e-05 3.488768463683030775e-05 3.961749159401415006e-05 4.456413676094224060e-05 4.966054834983845920e-05 5.482463006112750037e-05 5.996065115827162580e-05 6.496168035520114925e-05 6.971309428152327743e-05 7.409708985159208752e-05 7.799800703230326852e-05 8.130813897286159463e-05 8.393359163884927848e-05 8.579968016804972715e-05 8.685533745083433266e-05 8.707607608379043615e-05 8.646518630512848972e-05 8.505304987396471324e-05 8.289466821087710248e-05 8.006570174595871903e-05 7.665746127747984421e-05 7.277136105220760674e-05 6.851333540970884982e-05 6.398865010918078778e-05 5.929742906953064949e-05 5.453109239610605565e-05 4.976978381197699042e-05 4.508077000722892648e-05 4.051772925644156871e-05 3.612081527741797696e-05 3.191738653338834484e-05 2.792333689252881067e-05 2.414507162195729349e-05 2.058240594842422930e-05 1.723320422925289313e-05 1.410197101964287244e-05 1.121853093094828430e-05 8.684078389965805452e-06 6.781863926123989565e-06 6.050008741983880372e-06
4.465864388853246653e-06 5.085519228148084790e-06 6.286415649860521079e-06 7.966584988329913675e-06 1.003037090415915246e-05 1.244326792055139180e-05 1.520169376719137059e-05 1.831388792656041197e-05 2.178969326559896449e-05 2.563471842243143081e-05 2.984652362808836351e-05 3.441180252130522144e-05 3.930416312551585035e-05 4.448240950241950101e-05 4.988937559589127867e-05 5.545144097484721555e-05 6.107889339306819701e-05 6.666730357311314377e-05 7.210004316837560312e-05 7.725200512169181949e-05 8.199447665529305013e-05 8.620097510177045480e-05 8.975370097595369379e-05 9.255011627258587898e-05 9.450905149160855655e-05 9.557571532914751122e-05 9.572504929141736549e-05 9.496303788430065531e-05 9.332582916433028659e-05 9.087679324487487156e-05 8.770189170823065774e-05 8.390390150996250563e-05 7.959610820502905845e-05 7.489605704276399497e-05 6.991984943650405182e-05 6.477732951553645925e-05 5.956835370962298862e-05 5.438020130510586963e-05 4.928608176170663980e-05 4.434463289257503210e-05 3.960028526113653063e-05 3.508439464086122745e-05 3.081712538440586755e-05 2.681023169542762360e-05 2.307120477158691751e-05 1.960990511785662887e-05 1.645014657264649982e-05 1.365123017173717968e-05 1.134670079326821462e-05 9.793277680967103505e-06 9.272776746207198344e-06
6.248478066792055669e-06 6.948164390849347489e-06 8.220493227168259283e-06 1.003037090415915076e-05 1.229291706367146528e-05 1.496950572273997285e-05 1.805041762626617523e-05 2.153893985508946191e-05 2.544110875638687407e-05 2.975925595357361032e-05 3.448762887454815003e-05 3.960912899398798303e-05 4.509273500483471347e-05 5.089147678314836701e-05 5.694099591241696761e-05 6.315882766614027560e-05 6.944459350095822606e-05 7.568130960027102093e-05 8.173799353980196430e-05 8.747368175990493982e-05 9.274285078338463434e-05 9.740206752104772672e-05 1.013174933444779466e-04 1.043726634429045189e-04 1.064758025325989555e-04 1.075658715770168078e-04 1.076166089007755386e-04 1.066380441992073819e-04 1.046752937569408879e-04 1.018048188034632130e-04 9.812865942008458314e-05 9.376737272451014934e-05 8.885247426387306953e-05 8.351911672596037028e-05 7.789958133118404468e-05 7.211795618218745196e-05 6.628617819249550366e-05 6.050145242144602565e-05 5.484495074598057913e-05 4.938163517528071285e-05 4.416104831197189488e-05 3.921896366767375170e-05 3.457989868745992099e-05 3.026068719652202593e-05 2.627563784403552213e-05 2.264435485748274570e-05 1.940409710226437606e-05 1.662902046233680090e-05 1.445530743945405868e-05 1.309323946596558428e-05 1.267907405529093706e-05
8.237301942350953225e-06 9.045837385640518108e-06 1.044309674474283356e-05 1.244326792055140536e-05 1.496950572273997285e-05 1.798221994126182613e-05 2.146853455809687235e-05 2.542887399812145910e-05 2.986694689614719669e-05 3.478288865919332420e-05 4.016838507196731966e-05 4.600294065940756244e-05 5.225085979965098055e-05 5.885879062429279169e-05 6.575386470165652897e-05 7.284258611199569361e-05 8.001070180171930590e-05 8.712432544508930880e-05 9.403258296496846394e-05 1.005719867502441326e-04 1.065726143656191104e-04 1.118659602903741563e-04 1.162940568044069169e-04 1.197191591744698933e-04 1.220330263649383785e-04 1.231646866856418764e-04 1.230856362856357707e-04 1.218117104939515444e-04 1.194013512118212130e-04 1.159505507279232257e-04 1.115852347483881643e-04 1.064521380847060806e-04 1.007092830809388313e-04 9.451702713180427993e-05 8.803038023291410638e-05 8.139299215402977315e-05 7.473293796357376954e-05 6.816022793624145328e-05 6.176584559435908939e-05 5.562207181302936316e-05 4.978387332437917063e-05 4.429121227652972810e-05 3.917226941940278649e-05 3.444777819348356763e-05 3.013695878409163121e-05 2.626590663008854975e-05 2.287951273078640263e-05 2.005708395361087965e-05 1.792683501487602116e-05 1.666131070424047849e-05 1.630347525539263998e-05
1.046407911304342086e-05 1.140179611524979534e-05 1.296169254268901660e-05 1.520169376719136890e-05 1.805041762626617184e-05 2.146853455809687235e-05 2.544198068916064598e-05 2.997018309670649693e-05 3.505619787088820382e-05 4.069946575051032060e-05 4.689041257612785020e-05 5.360616445684701344e-05 6.080695164227835326e-05 6.843304044820388210e-05 7.640222938174235138e-05 8.460809282678838415e-05 9.291926785535998547e-05 1.011801578948529171e-04 1.092134586808612637e-04 1.168248739716856222e-04 1.238102523974108282e-04 1.299651191004065729e-04 1.350961944602839439e-04 1.390340266048864092e-04 1.416454102745654366e-04 1.428439679407644608e-04 1.425972843930090376e-04 1.409294004417136479e-04 1.379182303191105749e-04 1.336883625107724563e-04 1.284004589890914484e-04 1.222388756967910588e-04 1.153991344023902834e-04 1.080765714038610761e-04 1.004570279369956977e-04 9.270997778083234404e-05 8.498410616488804963e-05 7.740510107952281208e-05 7.007529257835901039e-05 6.307475571085192803e-05 5.646355195050902496e-05 5.028490176499372669e-05 4.456924657906828673e-05 3.933936830982793229e-05 3.461697521109836668e-05 3.043134885000283024e-05 2.683044198479804697e-05 2.389323574463556721e-05 2.173732095874469805e-05 2.050738524499236580e-05 2.017559021574304206e-05
1.295620111237356815e-05 1.403994154889928258e-05 1.579181810996048167e-05 1.831388792656042891e-05 2.153893985508946869e-05 2.542887399812146249e-05 2.997018309670649693e-05 3.516324182245709389e-05 4.101246383170908401e-05 4.751862520938373013e-05 5.467287394785032121e-05 6.245177314097466491e-05 7.081294845028694880e-05 7.969116251767167653e-05 8.899485302251115631e-05 9.860335288502474046e-05 1.083651719293147352e-04 1.180978577310981065e-04 1.275900502196121499e-04 1.366063616413227091e-04 1.448955965710979155e-04 1.522025178342292361e-04 1.582828279268739906e-04 1.629202993207889310e-04 1.659441844106442619e-04 1.672444195933570619e-04 1.667820202654764748e-04 1.645926640609141393e-04 1.607827229868914580e-04 1.555185389970854327e-04 1.490109919454168225e-04 1.414979938705822457e-04 1.332274074253983270e-04 1.244422524628801088e-04 1.153692485369975276e-04 1.062109970429482586e-04 9.714156933496672806e-05 8.830496433297680737e-05 7.981579563542064615e-05 7.176160667020695626e-05 6.420633969436844737e-05 5.719466264226332093e-05 5.075706471644174134e-05 4.491585098432461244e-05 3.969236073913458046e-05 3.511577667715849862e-05 3.123341197793111661e-05 2.812053914764037657e-05 2.588368209300511373e-05 2.464642618770484180e-05 2.431863324185564660e-05
1.573520826592705421e-05 1.698012301862916138e-05 1.894830083322079044e-05 2.178969326559898143e-05 2.544110875638685374e-05 2.986694689614719330e-05 3.505619787088821060e-05 4.101246383170908401e-05 4.774404581332625914e-05 5.525579455947303811e-05 6.354245834476505105e-05 7.258292307389403166e-05 8.233489275432100498e-05 9.272979849177092617e-05 1.036679577319125570e-04 1.150142304754478564e-04 1.265946475470150609e-04 1.381947176335380015e-04 1.495603307390660965e-04 1.604023093477126207e-04 1.704056215421201727e-04 1.792439414258809819e-04 1.865995089508569026e-04 1.921870754213301190e-04 1.957792839689026564e-04 1.972295555115085295e-04 1.964880672439200200e-04 1.936072709394360256e-04 1.887356083973375427e-04 1.821008674658992237e-04 1.739868140726278821e-04 1.647075651621161829e-04 1.545836486825532771e-04 1.439223860380310725e-04 1.330037723114399799e-04 1.220718518620814619e-04 1.113308531065565547e-04 1.009450269890748916e-04 9.104111501517754210e-05 8.171253272862977072e-05 7.302459916981389985e-05 6.502041376202867865e-05 5.772724791946411057e-05 5.116355618609952734e-05 4.534687069325749271e-05 4.030277774447742369e-05 3.607453145858342732e-05 3.273101381601204379e-05 3.036737080062700507e-05 2.909002371085041597e-05 2.874793354457121720e-05
1.881518342686095869e-05 2.023537322026395082e-05 2.244061963862834620e-05 2.563471842243142743e-05 2.975925595357361710e-05 3.478288865919333775e-05 4.069946575051032060e-05 4.751862520938372335e-05 5.525579455947300422e-05 6.392356998618061370e-05 7.352436059316205602e-05 8.404370857280506657e-05 9.544378145068988406e-05 1.076567560637361006e-04 1.205780644306111521e-04 1.340597452248885109e-04 1.479044607077952358e-04 1.618611075227097173e-04 1.756233502499099082e-04 1.888327669550461001e-04 2.010884704450059863e-04 2.119648299599385900e-04 2.210379923867211575e-04 2.279200947261796181e-04 2.322974851466355270e-04 2.339666144558973527e-04 2.328598187913049407e-04 2.290543574766008307e-04 2.227621119680790610e-04 2.143027089124305035e-04 2.040668382699398794e-04 1.924776239185518401e-04 1.799564006057700156e-04 1.668965423801567201e-04 1.536463783131606774e-04 1.405004096471287726e-04 1.276971206279489484e-04 1.154214536579128086e-04 1.038102206385917040e-04 9.295911594978539273e-05 8.293043464081562835e-05 7.376100633654509957e-05 6.547019994412619202e-05 5.806811700442931188e-05 5.156422220956101665e-05 4.597651359783050591e-05 4.134059716931294862e-05 3.771626328667514546e-05 3.518645844718982927e-05 3.384235768572415757e-05 3.346942042650024186e-05
