0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.149430974232254227e-03 2.381290365991082375e-03 3.695910089386859627e-03 4.894741398028376080e-03 5.478074281086539772e-03 4.894741398028376080e-03 3.695910089386859627e-03 2.381290365991082375e-03 1.149430974232254227e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.381290365991082375e-03 5.046490663929106835e-03 8.142391854503720078e-03 1.135872933083428848e-02 1.328948009440573952e-02 1.135872933083428848e-02 8.142391854503720078e-03 5.046490663929106835e-03 2.381290365991082375e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.695910089386859627e-03 8.142391854503720078e-03 1.410663961434011071e-02 2.190439394460193950e-02 2.882388896201074427e-02 2.190439394460193950e-02 1.410663961434011071e-02 8.142391854503720078e-03 3.695910089386859627e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.894741398028376080e-03 1.135872933083428848e-02 2.190439394460193950e-02 4.117270846689437269e-02 7.203627789925096114e-02 4.117270846689437269e-02 2.190439394460193950e-02 1.135872933083429022e-02 4.894741398028376080e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.478074281086539772e-03 1.328948009440573952e-02 2.882388896201074080e-02 7.203627789925096114e-02 2.387029445659175908e-01 7.203627789925096114e-02 2.882388896201074080e-02 1.328948009440573952e-02 5.478074281086539772e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.894741398028376080e-03 1.135872933083428848e-02 2.190439394460193950e-02 4.117270846689437269e-02 7.203627789925096114e-02 4.117270846689437269e-02 2.190439394460193950e-02 1.135872933083429022e-02 4.894741398028376080e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.695910089386860060e-03 8.142391854503720078e-03 1.410663961434011071e-02 2.190439394460193950e-02 2.882388896201074080e-02 2.190439394460193603e-02 1.410663961434010724e-02 8.142391854503720078e-03 3.695910089386860060e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.381290365991082809e-03 5.046490663929106835e-03 8.142391854503718343e-03 1.135872933083428502e-02 1.328948009440573605e-02 1.135872933083428502e-02 8.142391854503718343e-03 5.046490663929105967e-03 2.381290365991082809e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.149430974232254227e-03 2.381290365991082375e-03 3.695910089386859193e-03 4.894741398028375212e-03 5.478074281086538905e-03 4.894741398028375212e-03 3.695910089386859627e-03 2.381290365991082375e-03 1.149430974232254227e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
