0.000000000000000000e+00 1.108216727873645229e-03 2.239335332007043669e-03 3.320624162494869441e-03 4.110118031104414461e-03 4.311408415435005054e-03 4.110118040609172553e-03 3.320624178685708909e-03 2.239335349689070085e-03 1.108216740304694258e-03 0.000000000000000000e+00
1.108216727873645880e-03 1.683826521867715954e-03 2.826288313867442604e-03 4.260750481546875072e-03 5.748844176205729177e-03 6.644739965020187225e-03 5.748844182813210232e-03 4.260750493219505816e-03 2.826288327674540864e-03 1.683826534831979081e-03 1.108216742498206774e-03
2.239335332007046271e-03 2.826288313867441303e-03 4.073713869576185004e-03 6.087438772950167984e-03 8.885673760291458445e-03 1.167290727831304248e-02 8.885673762099989201e-03 6.087438778094247591e-03 4.073713879578110507e-03 2.826288330398178585e-03 2.239335358463120148e-03
3.320624162494861635e-03 4.260750481546873338e-03 6.087438772950173188e-03 9.731204952426656882e-03 1.662431032460772243e-02 2.937339886432882574e-02 1.662431032012367388e-02 9.731204950558796848e-03 6.087438779933520248e-03 4.260750501210814820e-03 3.320624197126322528e-03
4.110118031104410125e-03 5.748844176205736116e-03 8.885673760291456710e-03 1.662431032460771549e-02 3.544859508003180698e-02 1.049395277892555128e-01 3.544859506705488189e-02 1.662431031666148848e-02 8.885673765293315013e-03 5.748844197559937509e-03 4.110118069823548263e-03
4.311408415435010258e-03 6.644739965020182021e-03 1.167290727831304248e-02 2.937339886432883615e-02 1.049395277892555128e-01 1.624279784010279507e-11 1.049395277696908158e-01 2.937339885444760490e-02 1.167290728285630408e-02 6.644739986386810973e-03 4.311408454154145795e-03
4.110118040609177757e-03 5.748844182813210232e-03 8.885673762099985731e-03 1.662431032012367388e-02 3.544859506705487495e-02 1.049395277696908158e-01 3.544859505672007249e-02 1.662431031443226473e-02 8.885673767693226879e-03 5.748844202530481451e-03 4.110118075630966178e-03
3.320624178685707174e-03 4.260750493219505816e-03 6.087438778094247591e-03 9.731204950558802053e-03 1.662431031666148501e-02 2.937339885444759102e-02 1.662431031443226126e-02 9.731204950964042130e-03 6.087438785355749754e-03 4.260750509926474958e-03 3.320624207018932697e-03
2.239335349689069651e-03 2.826288327674541297e-03 4.073713879578110507e-03 6.087438779933519381e-03 8.885673765293320217e-03 1.167290728285630061e-02 8.885673767693226879e-03 6.087438785355749754e-03 4.073713888438633066e-03 2.826288340560949384e-03 2.239335369266845684e-03
1.108216740304696210e-03 1.683826534831978430e-03 2.826288330398179019e-03 4.260750501210813952e-03 5.748844197559937509e-03 6.644739986386808371e-03 5.748844202530481451e-03 4.260750509926475825e-03 2.826288340560949384e-03 1.683826544022415253e-03 1.108216750093584660e-03
0.000000000000000000e+00 1.108216742498208075e-03 2.239335358463117112e-03 3.320624197126321661e-03 4.110118069823551733e-03 4.311408454154148397e-03 4.110118075630966178e-03 3.320624207018931830e-03 2.239335369266846551e-03 1.108216750093584876e-03 0.000000000000000000e+00
